Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death
,Finland,2/3/20 0:13,1,,0,0
"Santa Clara, CA",United States,2/3/20 0:23,2,,0,0
,Cambodia,2/3/20 0:23,1,,0,0
British Columbia,Canada,2/3/20 0:23,1,,0,0
,India,2/3/20 0:43,3,,0,0
Queensland,Australia,2/3/20 0:43,2,,0,0
South Australia,Australia,2/3/20 0:43,2,,0,0
"Toronto, ON",Canada,2/3/20 0:43,2,,0,0
,Italy,2/3/20 0:43,2,,0,0
,Philippines,2/3/20 0:43,2,,0,1
,Russia,2/3/20 0:43,2,,0,0
,UK,2/3/20 0:43,2,,0,0
"Chicago, IL",United States,2/3/20 0:43,2,,0,0
"San Benito, CA",United States,2/3/20 0:43,2,,0,0
,United Arab Emirates,2/3/20 0:53,5,,0,0
New South Wales,Australia,2/3/20 0:53,4,,2,0
Victoria,Australia,2/3/20 0:53,4,,0,0
Macau,Macau,2/3/20 1:03,10,,0,0
,Malaysia,2/3/20 1:03,10,,0,0
Taiwan,Taiwan,2/3/20 1:03,10,,0,0
,Vietnam,2/3/20 1:03,8,,1,0
,France,2/3/20 1:03,6,,0,0
Qinghai,Mainland China,2/3/20 1:13,15,,0,0
,South Korea,2/3/20 1:13,15,,0,0
,Germany,2/3/20 1:13,12,,0,0
Xinjiang,Mainland China,2/3/20 1:33,29,,0,0
,Japan,2/3/20 1:33,20,,1,0
,Thailand,2/3/20 1:33,19,,5,0
,Singapore,2/3/20 1:33,18,,0,0
Hong Kong,Hong Kong,2/3/20 1:33,17,,0,1
Ningxia,Mainland China,2/3/20 2:33,34,,1,0
Inner Mongolia,Mainland China,2/3/20 2:43,35,,1,0
Gansu,Mainland China,2/3/20 3:03,55,,3,0
Jilin,Mainland China,2/3/20 3:03,42,,1,0
Guizhou,Mainland China,2/3/20 3:23,58,,2,0
Hebei,Mainland China,2/3/20 3:53,126,,4,1
Yunnan,Mainland China,2/3/20 3:53,119,,5,0
Hainan,Mainland China,2/3/20 3:53,80,,5,1
Liaoning,Mainland China,2/3/20 3:53,77,,2,0
Shanxi,Mainland China,2/3/20 3:53,74,,4,0
Tianjin,Mainland China,2/3/20 3:53,67,,1,0
Guangxi,Mainland China,2/3/20 7:03,139,,10,0
Shaanxi,Mainland China,2/3/20 7:13,142,,2,0
Fujian,Mainland China,2/3/20 8:33,194,,3,0
Heilongjiang,Mainland China,2/3/20 8:33,155,,4,2
Beijing,Mainland China,2/3/20 9:23,228,,23,1
Shanghai,Mainland China,2/3/20 9:23,219,,12,1
Sichuan,Mainland China,2/3/20 11:03,282,,14,1
Shandong,Mainland China,2/3/20 11:03,275,,11,0
Jiangsu,Mainland China,2/3/20 11:23,308,,12,0
Jiangxi,Mainland China,2/3/20 11:33,476,,19,0
Chongqing,Mainland China,2/3/20 11:33,344,,9,2
Anhui,Mainland China,2/3/20 12:33,480,,20,0
Henan,Mainland China,2/3/20 12:53,675,,27,2
Hunan,Mainland China,2/3/20 12:53,593,,30,0
Zhejiang,Mainland China,2/3/20 13:33,829,,62,0
Guangdong,Mainland China,2/3/20 13:33,813,,30,0
"Tempe, AZ",United States,2/3/20 13:53,1,,0,0
Hubei,Mainland China,2/3/20 13:53,13522,,397,414
,Sri Lanka,2/3/20 17:11,1,,0,0
,Sweden,2/3/20 17:11,1,,0,0
"Boston, MA",United States,2/3/20 17:11,1,,0,0
"Los Angeles, CA",United States,2/3/20 17:11,1,,0,0
"Orange, CA",United States,2/3/20 17:11,1,,0,0
"Seattle, WA",United States,2/3/20 17:11,1,,0,0
"London, ON",Canada,2/3/20 20:53,1,,0,0
,Finland,2/3/20 20:53,1,,0,0
Tibet,Mainland China,2/3/20 20:53,1,,0,0
,Nepal,2/3/20 20:53,1,,0,0
,Spain,2/3/20 20:53,1,,0,0
,Italy,2/3/20 21:43,2,,0,0
,Philippines,2/3/20 21:43,2,,0,1
,Russia,2/3/20 21:43,2,,0,0
,UK,2/3/20 21:43,2,,0,0
"Chicago, IL",United States,2/3/20 21:43,2,,0,0
"San Benito, CA",United States,2/3/20 21:43,2,,0,0
"Santa Clara, CA",United States,2/3/20 21:43,2,,0,0
,Belgium,2/3/20 21:43,1,,0,0
,Cambodia,2/3/20 21:43,1,,0,0
British Columbia,Canada,2/3/20 21:43,1,,0,0
South Australia,Australia,2/3/20 23:03,2,,0,0
"Toronto, ON",Canada,2/3/20 23:03,2,,0,0
,India,2/3/20 23:13,3,,0,0
Queensland,Australia,2/3/20 23:23,3,,0,0
Victoria,Australia,2/3/20 23:43,4,,0,0
,Malaysia,2/4/20 0:03,10,,0,0
,Vietnam,2/4/20 0:03,8,,1,0
,France,2/4/20 0:03,6,,0,0
,United Arab Emirates,2/4/20 0:03,5,,0,0
New South Wales,Australia,2/4/20 0:03,4,,2,0
Hong Kong,Hong Kong,2/4/20 0:13,17,,0,1
,South Korea,2/4/20 0:13,16,,0,0
Qinghai,Mainland China,2/4/20 0:13,15,,0,0
,Germany,2/4/20 0:13,12,,0,0
Taiwan,Taiwan,2/4/20 0:13,11,,0,0
Macau,Macau,2/4/20 0:13,10,,0,0
Xinjiang,Mainland China,2/4/20 0:23,29,,0,0
,Thailand,2/4/20 0:23,25,,5,0
,Singapore,2/4/20 0:23,24,,0,0
,Japan,2/4/20 0:23,22,,1,0
Ningxia,Mainland China,2/4/20 0:33,34,,1,0
Jilin,Mainland China,2/4/20 0:43,42,,1,0
Inner Mongolia,Mainland China,2/4/20 0:43,35,,1,0
Guizhou,Mainland China,2/4/20 0:53,58,,2,0
Gansu,Mainland China,2/4/20 0:53,57,,4,0
Shanxi,Mainland China,2/4/20 1:03,74,,4,0
Tianjin,Mainland China,2/4/20 1:03,67,,2,0
Liaoning,Mainland China,2/4/20 1:23,81,,2,0
Hainan,Mainland China,2/4/20 1:23,80,,5,1
Fujian,Mainland China,2/4/20 1:33,194,,3,0
Heilongjiang,Mainland China,2/4/20 1:33,155,,4,2
Shaanxi,Mainland China,2/4/20 1:33,142,,2,0
Guangxi,Mainland China,2/4/20 1:33,139,,10,0
Hebei,Mainland China,2/4/20 1:33,126,,4,1
Yunnan,Mainland China,2/4/20 1:33,119,,5,0
Anhui,Mainland China,2/4/20 1:43,480,,20,0
Jiangxi,Mainland China,2/4/20 1:43,476,,20,0
Chongqing,Mainland China,2/4/20 1:43,344,,9,2
Jiangsu,Mainland China,2/4/20 1:43,308,,12,0
Sichuan,Mainland China,2/4/20 1:43,282,,14,1
Shandong,Mainland China,2/4/20 1:43,275,,11,0
Beijing,Mainland China,2/4/20 1:43,228,,23,1
Shanghai,Mainland China,2/4/20 1:43,219,,12,1
Hubei,Mainland China,2/4/20 2:13,13522,,397,414
Zhejiang,Mainland China,2/4/20 2:13,829,,62,0
Guangdong,Mainland China,2/4/20 2:13,813,,30,0
Henan,Mainland China,2/4/20 2:13,675,,27,2
Hunan,Mainland China,2/4/20 2:13,593,,31,0
"Tempe, AZ",United States,2/4/20 2:33,1,,0,0
"Orange, CA",United States,2/4/20 3:03,1,,0,0
"Seattle, WA",United States,2/4/20 3:03,1,,0,0
,Sri Lanka,2/4/20 4:43,1,,0,0
,Sweden,2/4/20 4:43,1,,0,0
"Boston, MA",United States,2/4/20 4:43,1,,0,0
"Los Angeles, CA",United States,2/4/20 4:43,1,,0,0
,Nepal,2/4/20 5:33,1,,0,0
,Spain,2/4/20 5:33,1,,0,0
,Finland,2/4/20 5:53,1,,0,0
Tibet,Mainland China,2/4/20 5:53,1,,0,0
British Columbia,Canada,2/4/20 6:33,1,,0,0
"London, ON",Canada,2/4/20 6:33,1,,0,0
,Belgium,2/4/20 7:03,1,,0,0
,Cambodia,2/4/20 7:03,1,,0,0
"Chicago, IL",United States,2/4/20 7:33,2,,0,0
"San Benito, CA",United States,2/4/20 7:33,2,,0,0
"Santa Clara, CA",United States,2/4/20 7:33,2,,0,0
,Russia,2/4/20 7:43,2,,0,0
,UK,2/4/20 7:43,2,,0,0
,Italy,2/4/20 8:23,2,,0,0
,Philippines,2/4/20 8:23,2,,0,1
,India,2/4/20 8:33,3,,0,0
South Australia,Australia,2/4/20 8:33,2,,0,0
"Toronto, ON",Canada,2/4/20 8:33,2,,0,0
New South Wales,Australia,2/4/20 8:53,4,,2,0
Victoria,Australia,2/4/20 8:53,4,,0,0
Queensland,Australia,2/4/20 8:53,3,,0,0
,France,2/4/20 9:03,6,,0,0
,United Arab Emirates,2/4/20 9:03,5,,0,0
,Malaysia,2/4/20 9:43,10,,0,0
,Vietnam,2/4/20 9:43,8,,1,0
Taiwan,Taiwan,2/4/20 10:43,11,,0,0
Macau,Macau,2/4/20 10:43,10,,0,0
,South Korea,2/4/20 11:33,16,,0,0
,Germany,2/4/20 11:33,12,,0,0
Qinghai,Mainland China,2/4/20 11:43,17,,0,0
,Thailand,2/4/20 11:53,25,,5,0
,Singapore,2/4/20 11:53,24,,0,0
,Japan,2/4/20 11:53,22,,1,0
Hong Kong,Hong Kong,2/4/20 11:53,18,,0,1
Ningxia,Mainland China,2/4/20 12:03,34,,1,0
Xinjiang,Mainland China,2/4/20 12:03,32,,0,0
Gansu,Mainland China,2/4/20 12:13,57,,4,0
Jilin,Mainland China,2/4/20 12:13,54,,1,0
Inner Mongolia,Mainland China,2/4/20 12:13,42,,1,0
Liaoning,Mainland China,2/4/20 12:33,81,,2,0
Shanxi,Mainland China,2/4/20 12:33,81,,4,0
Tianjin,Mainland China,2/4/20 12:33,67,,2,0
Guizhou,Mainland China,2/4/20 12:33,64,,5,0
Shaanxi,Mainland China,2/4/20 13:03,165,,2,0
Guangxi,Mainland China,2/4/20 13:03,150,,10,0
Hebei,Mainland China,2/4/20 13:03,135,,4,1
Yunnan,Mainland China,2/4/20 13:03,122,,5,0
Hainan,Mainland China,2/4/20 13:03,91,,4,1
Fujian,Mainland China,2/4/20 13:33,194,,3,0
Heilongjiang,Mainland China,2/4/20 13:33,190,,4,2
Beijing,Mainland China,2/4/20 14:03,228,,23,1
Shandong,Mainland China,2/4/20 14:13,298,,13,0
Shanghai,Mainland China,2/4/20 14:13,233,,12,1
Sichuan,Mainland China,2/4/20 14:43,301,,23,1
Anhui,Mainland China,2/4/20 14:53,530,,20,0
Chongqing,Mainland China,2/4/20 14:53,366,,14,2
Jiangsu,Mainland China,2/4/20 14:53,341,,13,0
"Tempe, AZ",United States,2/4/20 15:33,1,,0,0
Hubei,Mainland China,2/4/20 15:33,16678,,522,479
Zhejiang,Mainland China,2/4/20 15:33,895,,63,0
Guangdong,Mainland China,2/4/20 15:33,870,,32,0
Henan,Mainland China,2/4/20 15:33,764,,41,2
Hunan,Mainland China,2/4/20 15:33,661,,35,0
Jiangxi,Mainland China,2/4/20 15:33,548,,27,0
,Sweden,2/4/20 15:43,1,,0,0
"Boston, MA",United States,2/4/20 15:43,1,,0,0
"Los Angeles, CA",United States,2/4/20 15:43,1,,0,0
"Orange, CA",United States,2/4/20 15:43,1,,0,0
"Seattle, WA",United States,2/4/20 15:43,1,,0,0
,Nepal,2/4/20 16:43,1,,0,0
,Spain,2/4/20 16:43,1,,0,0
,Sri Lanka,2/4/20 16:43,1,,0,0
"London, ON",Canada,2/4/20 16:53,1,,0,0
,Finland,2/4/20 16:53,1,,0,0
Tibet,Mainland China,2/4/20 16:53,1,,0,0
,Cambodia,2/4/20 23:23,1,,0,0
British Columbia,Canada,2/4/20 23:23,1,,0,0
,Belgium,2/4/20 23:43,1,,0,0
"Santa Clara, CA",United States,2/5/20 0:13,2,,0,0
"San Benito, CA",United States,2/5/20 0:23,2,,0,0
,UK,2/5/20 0:43,2,,0,0
"Chicago, IL",United States,2/5/20 0:43,2,,0,0
,Russia,2/5/20 0:53,2,,0,0
,Philippines,2/5/20 1:03,2,,0,1
"Toronto, ON",Canada,2/5/20 1:13,2,,0,0
,Italy,2/5/20 1:13,2,,0,0
Queensland,Australia,2/5/20 1:23,3,,0,0
,India,2/5/20 1:23,3,,0,0
South Australia,Australia,2/5/20 1:23,2,,0,0
,United Arab Emirates,2/5/20 1:33,5,,0,0
New South Wales,Australia,2/5/20 1:33,4,,2,0
Victoria,Australia,2/5/20 1:33,4,,0,0
,France,2/5/20 1:43,6,,0,0
,Vietnam,2/5/20 1:53,8,,1,0
,Malaysia,2/5/20 2:03,12,,0,0
Taiwan,Taiwan,2/5/20 2:03,11,,0,0
Macau,Macau,2/5/20 2:03,10,,0,0
,Germany,2/5/20 2:33,12,,0,0
,South Korea,2/5/20 2:43,19,,0,0
Qinghai,Mainland China,2/5/20 2:43,17,,3,0
,Japan,2/5/20 2:53,22,,1,0
Hong Kong,Hong Kong,2/5/20 2:53,21,,0,1
,Thailand,2/5/20 3:13,25,,5,0
,Singapore,2/5/20 3:43,28,,0,0
Xinjiang,Mainland China,2/5/20 5:43,32,,0,0
Ningxia,Mainland China,2/5/20 6:23,34,,1,0
Inner Mongolia,Mainland China,2/5/20 7:43,42,,3,0
Jilin,Mainland China,2/5/20 8:43,54,,2,0
Gansu,Mainland China,2/5/20 8:53,62,,6,0
Guizhou,Mainland China,2/5/20 9:13,64,,9,1
Shanxi,Mainland China,2/5/20 10:13,81,,5,0
Tianjin,Mainland China,2/5/20 10:13,69,,2,1
Liaoning,Mainland China,2/5/20 11:03,89,,4,0
Hainan,Mainland China,2/5/20 11:23,99,,5,1
Yunnan,Mainland China,2/5/20 12:03,124,,5,0
Hebei,Mainland China,2/5/20 12:13,135,,6,1
Shaanxi,Mainland China,2/5/20 12:33,165,,6,0
Guangxi,Mainland China,2/5/20 12:33,150,,13,0
Heilongjiang,Mainland China,2/5/20 12:43,190,,7,2
Fujian,Mainland China,2/5/20 13:13,205,,11,0
Shanghai,Mainland China,2/5/20 13:23,243,,15,1
Beijing,Mainland China,2/5/20 13:43,253,,24,1
Sichuan,Mainland China,2/5/20 15:03,301,,24,1
Shandong,Mainland China,2/5/20 15:13,307,,15,0
Anhui,Mainland China,2/5/20 15:23,530,,23,0
Chongqing,Mainland China,2/5/20 15:23,376,,15,2
Jiangsu,Mainland China,2/5/20 15:23,341,,23,0
Jiangxi,Mainland China,2/5/20 15:33,548,,27,0
Hunan,Mainland China,2/5/20 15:43,661,,54,0
Henan,Mainland China,2/5/20 16:23,764,,47,2
Zhejiang,Mainland China,2/5/20 16:33,895,,78,0
Hubei,Mainland China,2/5/20 16:43,16678,,538,479
Guangdong,Mainland China,2/5/20 16:43,895,,49,0
